Name;DataType;LogicalAddress;Comment
NavettaAxTesta_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1518.0;
NavettaAxTesta_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1518.0;
NavettaAxCoda_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1528.0;
NavettaAxCoda_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1528.0;
RullieraAx1_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I968.0;
RullieraAx1_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q968.0;
RullieraAx2_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I978.0;
RullieraAx2_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q978.0;
PareggiatoreTestaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I984.0;
PareggiatoreTestaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q984.0;
PareggiatoreCodaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I990.0;
PareggiatoreCodaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q990.0;
ManipolatoreTestaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1380.0;
ManipolatoreTestaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1380.0;
ManipolatoreCodaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1386.0;
ManipolatoreCodaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1386.0;
SpallaCodaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1350.0;
SpallaCodaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1350.0;
SpallaTestaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1344.0;
SpallaTestaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1344.0;
TraslazioneTestaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1280.0;
TraslazioneTestaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1280.0;
TraslazioneCodaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1286.0;
TraslazioneCodaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1286.0;
SostegnoAntiribCodaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1548.0;
SostegnoAntiribCodaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1548.0;
SostegnoAntiribTestaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1538.0;
SostegnoAntiribTestaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1538.0;
SollevamentoTestaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1392.0;
SollevamentoTestaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1392.0;
SollevamentoCodaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I1512.0;
SollevamentoCodaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1512.0;
BordatriceAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I832.0;
BordatriceAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q832.0;
RibaltatoreAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I882.0;
RibaltatoreAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q882.0;
SpintoreAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I888.0;
SpintoreAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q888.0;
TrasportoAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Status;%I842.0;
TrasportoAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q842.0;
BordatriceCassettaAx_StsIn;udt_LDrvSafe_typeSinaSTlg30Control;%I1065.0;
BordatriceCassettaAx_CtrlOut;udt_LDrvSafe_typeSinaSTlg30Control;%Q1065.0;
