Name;DataType;LogicalAddress;Comment
A0302_SpintoreLongitudinale_Ls_Minimo;Bool;%I269.1;1602SQ1
A0302_SpintoreLongitudinale_Ls_Massimo;Bool;%I269.2;1602SQ2
A0302_SpintoreLongitudinale_Verticale_Ls_Rest_1;Bool;%I269.3;1610SQ1
A0302_SpintoreLongitudinale_Verticale_Ls_Work_1;Bool;%I269.4;1610SQ2
A0302_SpintoreLongitudinale_Orizzontale_Ls_Rest_2;Bool;%I269.5;1610SQ3
A0302_SpintoreLongitudinale_Orizzontale_Ls_Work_2;Bool;%I269.6;1610SQ4
A0302_SpintoreLongitudinale_Orizzontale_V_Rest_1;Bool;%Q273.4;1610YV1
A0302_SpintoreLongitudinale_Orizzontale_V_Work_1;Bool;%Q273.5;1610YV2
A0302_SpintoreLongitudinale_Orizzontale_V_Rest_2;Bool;%Q273.6;1610YV3
A0302_SpintoreLongitudinale_Orizzontale_V_Work_2;Bool;%Q273.7;1610YV4
A0302_SpintoreLongitudinale_PezzoEstratto_Phc;Bool;%I269.7;1614BF1
A0302_Bordatrice_ControlloConnettoreBanco_4_Lato_1;Bool;%I270.0;1830X1A
A0302_Bordatrice_Banco_4_Lato_1_Phc_AtEntry;Bool;%I270.1;1833SQ1
A0302_Bordatrice_Banco_4_Lato_1_Phc_AtExit;Bool;%I270.2;1833SQ2
A0302_Bordatrice_Spalla_4.1_Ls_Minimo;Bool;%I270.3;1842SQ1
A0302_Bordatrice_Spalla_4.1_Ls_Massimo;Bool;%I270.4;1842SQ2
A0302_Bordatrice_Spalla_4.3_Motore_Apre;Bool;%Q6.0;1850KM1
A0302_Bordatrice_Spalla_4.3_Motore_Chiude;Bool;%Q6.1;1850KM2
A0302_Bordatrice_Spalla_4.3_Motore_AnomaliaTermica;Bool;%I5.5;1850QF1
A0302_Bordatrice_Spalla_4.3_Ls_AperturaMinima;Bool;%I270.5;1851SQ1
A0302_Bordatrice_Spalla_4.3_Ls_AperturaMassima;Bool;%I270.6;1851SQ2
A0302_Bordatrice_Spalla_4.5_Motore_Apre;Bool;%Q6.2;1855KM1
A0302_Bordatrice_Spalla_4.5_Motore_Chiude;Bool;%Q6.3;1855KM2
A0302_Bordatrice_Spalla_4.5_Motore_AnomaliaTermica;Bool;%I5.6;1855QF1
A0302_Bordatrice_Spalla_4.5_Ls_AperturaMinima;Bool;%I270.7;1856SQ1
A0302_Bordatrice_Spalla_4.5_Ls_AperturaMassima;Bool;%I271.0;1856SQ2
A0302_Bordatrice_Spalla_4.7_Motore_Apre;Bool;%Q6.4;1860KM1
A0302_Bordatrice_Spalla_4.7_Motore_Chiude;Bool;%Q6.5;1860KM2
A0302_Bordatrice_Spalla_4.7_Motore_AnomaliaTermica;Bool;%I5.7;1860QF1
A0302_Bordatrice_Spalla_4.7_Ls_AperturaMinima;Bool;%I271.1;1861SQ1
